Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,26000,1,Nifty 50,NIFTY INDEX,INDEX,0,
NSE,26009,1,Nifty Bank,NIFTY BANK,INDEX,0,
NSE,26017,1,INDIAVIX,INDIA VIX,INDEX,0,
NSE,26037,1,Nifty Fin Services,FINNIFTY,INDEX,0,
NSE,17635,1,ZYDUSWELL,ZYDUSWELL-EQ,EQ,0.05,
NSE,7929,1,ZYDUSLIFE,ZYDUSLIFE-EQ,EQ,0.05,
NSE,3827,1,ZUARIIND,ZUARIIND-EQ,EQ,0.05,
NSE,29050,1,ZUARI,ZUARI-EQ,EQ,0.05,
NSE,11394,1,ZOTA,ZOTA-EQ,EQ,0.05,
NSE,5097,1,ZOMATO,ZOMATO-EQ,EQ,0.05,
NSE,3821,1,ZODIACLOTH,ZODIACLOTH-EQ,EQ,0.05,
NSE,7138,1,ZODIAC,ZODIAC-BE,BE,0.05,
NSE,16915,1,ZFCVINDIA,ZFCVINDIA-EQ,EQ,0.05,
NSE,7508,1,ZENTEC,ZENTEC-EQ,EQ,0.05,
NSE,1076,1,ZENSARTECH,ZENSARTECH-EQ,EQ,0.05,
NSE,14566,1,ZENITHSTL,ZENITHSTL-BE,BE,0.05,
NSE,4176,1,ZENITHEXPO,ZENITHEXPO-EQ,EQ,0.05,
NSE,14003,1,ZEEMEDIA,ZEEMEDIA-EQ,EQ,0.05,
NSE,20852,1,ZEELEARN,ZEELEARN-EQ,EQ,0.05,
NSE,3812,1,ZEEL,ZEEL-EQ,EQ,0.05,
NSE,5501,1,YUKEN,YUKEN-EQ,EQ,0.05,
NSE,11915,1,YESBANK,YESBANK-EQ,EQ,0.05,
NSE,25003,1,YAARI,YAARI-BE,BE,0.05,
NSE,11410,1,XPROINDIA,XPROINDIA-BE,BE,0.05,
NSE,8477,1,XELPMOC,XELPMOC-EQ,EQ,0.05,
NSE,11705,1,XCHANGING,XCHANGING-EQ,EQ,0.05,
NSE,3799,1,WSTCSTPAPR,WSTCSTPAPR-EQ,EQ,0.05,
NSE,22277,1,WORTH,WORTH-EQ,EQ,0.05,
NSE,3002,1,WONDERLA,WONDERLA-EQ,EQ,0.05,
NSE,7506,1,WOCKPHARMA,WOCKPHARMA-EQ,EQ,0.05,
NSE,3787,1,WIPRO,WIPRO-EQ,EQ,0.05,
NSE,20491,1,WIPL,WIPL-BE,BE,0.05,
NSE,12058,1,WINPRO,WINPRO-BE,BE,0.05,
NSE,24969,1,WINDMACHIN,WINDMACHIN-EQ,EQ,0.05,
NSE,5366,1,WINDLAS,WINDLAS-EQ,EQ,0.05,
NSE,3772,1,WILLAMAGOR,WILLAMAGOR-EQ,EQ,0.05,
NSE,18011,1,WHIRLPOOL,WHIRLPOOL-EQ,EQ,0.05,
NSE,3766,1,WHEELS,WHEELS-EQ,EQ,0.05,
NSE,7835,1,WFL,WFL-EQ,EQ,0.05,
NSE,9862,1,WEWIN,WEWIN-EQ,EQ,0.05,
NSE,11580,1,WESTLIFE,WESTLIFE-EQ,EQ,0.05,
NSE,4235,1,WENDT,WENDT-EQ,EQ,0.05,
NSE,11253,1,WELSPUNIND,WELSPUNIND-EQ,EQ,0.05,
NSE,19800,1,WELINV,WELINV-EQ,EQ,0.05,
NSE,11626,1,WELENT,WELENT-EQ,EQ,0.05,
NSE,11821,1,WELCORP,WELCORP-EQ,EQ,0.05,
NSE,3748,1,WEIZMANIND,WEIZMANIND-EQ,EQ,0.05,
NSE,14602,1,WEBELSOLAR,WEBELSOLAR-EQ,EQ,0.05,
NSE,1923,1,WEALTH,WEALTH-EQ,EQ,0.05,
NSE,3745,1,WATERBASE,WATERBASE-EQ,EQ,0.05,
NSE,14067,1,WANBURY,WANBURY-BE,BE,0.05,
NSE,5013,2000,WALPAR,WALPAR-SM,SM,0.05,
NSE,3736,1,WALCHANNAG,WALCHANNAG-EQ,EQ,0.05,
NSE,20188,1,WABAG,WABAG-EQ,EQ,0.05,
NSE,2073,1,VTL,VTL-EQ,EQ,0.05,
NSE,24292,1,VSTTILLERS,VSTTILLERS-EQ,EQ,0.05,
NSE,3724,1,VSTIND,VSTIND-EQ,EQ,0.05,
NSE,27067,1,VSSL,VSSL-EQ,EQ,0.05,
NSE,20973,3000,VSCL,VSCL-SM,SM,0.05,
NSE,8696,1,VRLLOG,VRLLOG-EQ,EQ,0.05,
NSE,3718,1,VOLTAS,VOLTAS-EQ,EQ,0.05,
NSE,13577,1,VOLTAMP,VOLTAMP-EQ,EQ,0.05,
NSE,29284,1,VMART,VMART-EQ,EQ,0.05,
NSE,3188,3000,VMARCIND,VMARCIND-SM,SM,0.05,
NSE,3715,1,VLSFINANCE,VLSFINANCE-EQ,EQ,0.05,
NSE,7610,1600,VIVO,VIVO-SM,SM,0.05,
NSE,11965,1,VIVIMEDLAB,VIVIMEDLAB-EQ,EQ,0.05,
NSE,29877,1,VIVIDHA,VIVIDHA-EQ,EQ,0.05,
NSE,13702,1,VISHWARAJ,VISHWARAJ-EQ,EQ,0.05,
NSE,6908,1,VISHNU,VISHNU-EQ,EQ,0.05,
NSE,11773,1,VISHAL,VISHAL-EQ,EQ,0.05,
NSE,7303,1,VISESHINFO,VISESHINFO-EQ,EQ,0.05,
NSE,13295,1,VISASTEEL,VISASTEEL-EQ,EQ,0.05,
NSE,4221,1,VISAKAIND,VISAKAIND-EQ,EQ,0.05,
NSE,5920,200000,VIRESCENT,VIRESCENT-IV,IV,0.01,
NSE,5924,200000,VIRESCENT,VIRESCENT-BL,BL,0.01,
NSE,8424,1,VIPULLTD,VIPULLTD-EQ,EQ,0.05,
NSE,3703,1,VIPIND,VIPIND-EQ,EQ,0.05,
NSE,14843,1,VIPCLOTHNG,VIPCLOTHNG-EQ,EQ,0.05,
NSE,16821,1,VINYLINDIA,VINYLINDIA-EQ,EQ,0.05,
NSE,5643,3300,VINNY,VINNY-SM,SM,0.05,
NSE,3807,1,VINEETLAB,VINEETLAB-EQ,EQ,0.05,
NSE,3694,1,VINDHYATEL,VINDHYATEL-EQ,EQ,0.05,
NSE,17364,1,VINATIORGA,VINATIORGA-EQ,EQ,0.05,
NSE,13101,1,VIMTALABS,VIMTALABS-EQ,EQ,0.05,
NSE,9076,1,VIKASWSP,VIKASWSP-BZ,BZ,0.05,
NSE,12148,1,VIKASPROP,VIKASPROP-EQ,EQ,0.05,
NSE,9933,1,VIKASLIFE,VIKASLIFE-BE,BE,0.05,
NSE,25756,1,VIKASECO,VIKASECO-EQ,EQ,0.05,
NSE,17691,1,VIJIFIN,VIJIFIN-EQ,EQ,0.05,
NSE,5585,1,VIJAYA,VIJAYA-EQ,EQ,0.05,
NSE,13536,1,VIDHIING,VIDHIING-EQ,EQ,0.05,
NSE,11892,1,VHL,VHL-EQ,EQ,0.05,
NSE,15362,1,VGUARD,VGUARD-EQ,EQ,0.05,
NSE,8652,1,VETO,VETO-EQ,EQ,0.05,
NSE,3676,1,VESUVIUS,VESUVIUS-EQ,EQ,0.05,
NSE,18863,1,VERTOZ,VERTOZ-EQ,EQ,0.05,
NSE,8890,1,VERANDA,VERANDA-EQ,EQ,0.05,
NSE,2666,1500,VERA,VERA-SM,SM,0.05,
NSE,13859,1,VENUSREM,VENUSREM-EQ,EQ,0.05,
NSE,9592,1,VENUSPIPES,VENUSPIPES-EQ,EQ,0.05,
NSE,3757,1,VENKEYS,VENKEYS-EQ,EQ,0.05,
NSE,3063,1,VEDL,VEDL-EQ,EQ,0.05,
NSE,9020,1,VCL,VCL-EQ,EQ,0.05,
NSE,18921,1,VBL,VBL-EQ,EQ,0.05,
NSE,25340,1,VASWANI,VASWANI-EQ,EQ,0.05,
NSE,18110,1,VASCONEQ,VASCONEQ-EQ,EQ,0.05,
NSE,3857,1,VARROC,VARROC-EQ,EQ,0.05,
NSE,3646,1,VARDMNPOLY,VARDMNPOLY-EQ,EQ,0.05,
NSE,11220,1,VARDHACRLC,VARDHACRLC-EQ,EQ,0.05,
NSE,330,1,VALIANTORG,VALIANTORG-EQ,EQ,0.05,
NSE,13342,1,VAKRANGEE,VAKRANGEE-EQ,EQ,0.05,
NSE,16589,1,VAISHALI,VAISHALI-EQ,EQ,0.05,
NSE,11364,1,VAIBHAVGBL,VAIBHAVGBL-EQ,EQ,0.05,
NSE,24196,1,VADILALIND,VADILALIND-EQ,EQ,0.05,
NSE,14766,1,V2RETAIL,V2RETAIL-EQ,EQ,0.05,
NSE,5945,4000,UWCSL,UWCSL-SM,SM,0.05,
NSE,13376,1,UTTAMSUGAR,UTTAMSUGAR-EQ,EQ,0.05,
NSE,8356,1,UTTAMSTL,UTTAMSTL-BE,BE,0.05,
NSE,9168,1,UTISXN50,UTISXN50-EQ,EQ,0.01,
NSE,10515,1,UTISENSETF,UTISENSETF-EQ,EQ,0.01,
NSE,17984,1,UTIRQP33P1,UTIRQP33P1-MF,MF,0.01,
NSE,17983,1,UTIRMP33P1,UTIRMP33P1-MF,MF,0.01,
NSE,17982,1,UTIRGR33P1,UTIRGR33P1-MF,MF,0.01,
NSE,17981,1,UTIRAP33P1,UTIRAP33P1-MF,MF,0.01,
NSE,10511,1,UTINIFTETF,UTINIFTETF-EQ,EQ,0.01,
NSE,21478,1,UTINEXT50,UTINEXT50-EQ,EQ,0.01,
NSE,17980,1,UTIDQP33P1,UTIDQP33P1-MF,MF,0.01,
NSE,17979,1,UTIDMP33P1,UTIDMP33P1-MF,MF,0.01,
NSE,17978,1,UTIDGR33P1,UTIDGR33P1-MF,MF,0.01,
NSE,17977,1,UTIDFP33P1,UTIDFP33P1-MF,MF,0.01,
NSE,17976,1,UTIDAP33P1,UTIDAP33P1-MF,MF,0.01,
NSE,22440,1,UTIBANKETF,UTIBANKETF-EQ,EQ,0.01,
NSE,527,1,UTIAMC,UTIAMC-EQ,EQ,0.05,
NSE,25460,1,UTFIQIPRRI,UTFIQIPRRI-MF,MF,0.01,
NSE,25458,1,UTFIQIPRPI,UTFIQIPRPI-MF,MF,0.01,
NSE,25456,1,UTFIQIPRGI,UTFIQIPRGI-MF,MF,0.01,
NSE,24061,1,UTFIAIPRRI,UTFIAIPRRI-MF,MF,0.01,
NSE,24058,1,UTFIAIPRPI,UTFIAIPRPI-MF,MF,0.01,
NSE,24055,1,UTFIAIPRGI,UTFIAIPRGI-MF,MF,0.01,
NSE,24049,1,UTFIAIPIGI,UTFIAIPIGI-MF,MF,0.01,
NSE,30846,1,UTFDQIPIRI,UTFDQIPIRI-MF,MF,0.01,
NSE,29755,1,UTFDQIPIPI,UTFDQIPIPI-MF,MF,0.01,
NSE,29754,1,UTFDQIPIGI,UTFDQIPIGI-MF,MF,0.01,
NSE,30426,1,UTFDAIPIPI,UTFDAIPIPI-MF,MF,0.01,
NSE,30425,1,UTFDAIPIGI,UTFDAIPIGI-MF,MF,0.01,
NSE,8840,1,USHAMART,USHAMART-EQ,EQ,0.05,
NSE,10617,1200,USASEEDS,USASEEDS-ST,ST,0.05,
NSE,20203,1,URJA,URJA-EQ,EQ,0.05,
NSE,2322,2400,URAVI,URAVI-SM,SM,0.05,
NSE,11287,1,UPL,UPL-EQ,EQ,0.05,
NSE,14154,1,UNOMINDA,UNOMINDA-EQ,EQ,0.05,
NSE,17659,1,UNIVPHOTO,UNIVPHOTO-EQ,EQ,0.05,
NSE,3607,1,UNIVCABLES,UNIVCABLES-EQ,EQ,0.05,
NSE,18977,1,UNIVASTU,UNIVASTU-EQ,EQ,0.05,
NSE,17999,1,UNITEDTEA,UNITEDTEA-EQ,EQ,0.05,
NSE,7560,1,UNITEDPOLY,UNITEDPOLY-EQ,EQ,0.05,
NSE,8893,1,UNITECH,UNITECH-BZ,BZ,0.05,
NSE,10753,1,UNIONBANK,UNIONBANK-EQ,EQ,0.05,
NSE,7791,1,UNIINFO,UNIINFO-EQ,EQ,0.05,
NSE,11293,1,UNIENTER,UNIENTER-EQ,EQ,0.05,
NSE,201,1,UNIDT,UNIDT-EQ,EQ,0.05,
NSE,3579,1,UNICHEMLAB,UNICHEMLAB-EQ,EQ,0.05,
NSE,19145,1,UMESLTD,UMESLTD-BE,BE,0.05,
NSE,11387,1,UMANGDAIRY,UMANGDAIRY-EQ,EQ,0.05,
NSE,8842,1,UMAEXPORTS,UMAEXPORTS-EQ,EQ,0.05,
NSE,11532,1,ULTRACEMCO,ULTRACEMCO-EQ,EQ,0.05,
NSE,15228,1,UJJIVANSFB,UJJIVANSFB-EQ,EQ,0.05,
NSE,17069,1,UJJIVAN,UJJIVAN-EQ,EQ,0.05,
NSE,25540,1,UJAAS,UJAAS-BE,BE,0.05,
NSE,24103,1,UIAIPRPIII,UIAIPRPIII-MF,MF,0.01,
NSE,24100,1,UIAIPRGIII,UIAIPRGIII-MF,MF,0.01,
NSE,9360,1,UGROCAP,UGROCAP-N4,N4,0.01,
NSE,9352,1,UGROCAP,UGROCAP-N3,N3,0.01,
NSE,9347,1,UGROCAP,UGROCAP-N2,N2,0.01,
NSE,6697,1,UGROCAP,UGROCAP-N1,N1,0.01,
NSE,5313,1,UGROCAP,UGROCAP-EQ,EQ,0.05,
NSE,19578,1,UGARSUGAR,UGARSUGAR-EQ,EQ,0.05,
NSE,9039,1,UFO,UFO-EQ,EQ,0.05,
NSE,1053,1,UFLEX,UFLEX-EQ,EQ,0.05,
NSE,23851,1,UFIS2QPRR5,UFIS2QPRR5-MF,MF,0.01,
NSE,23848,1,UFIS2QPRP5,UFIS2QPRP5-MF,MF,0.01,
NSE,23845,1,UFIS2QPRG5,UFIS2QPRG5-MF,MF,0.01,
NSE,25314,1,UFIQIPRRVI,UFIQIPRRVI-MF,MF,0.01,
NSE,25311,1,UFIQIPRPVI,UFIQIPRPVI-MF,MF,0.01,
NSE,25308,1,UFIQIPRGVI,UFIQIPRGVI-MF,MF,0.01,
NSE,29871,1,UFDS2QPIR5,UFDS2QPIR5-MF,MF,0.01,
NSE,29870,1,UFDS2QPIP5,UFDS2QPIP5-MF,MF,0.01,
NSE,29869,1,UFDS2QPIG5,UFDS2QPIG5-MF,MF,0.01,
NSE,29984,1,UFDQIPIRVI,UFDQIPIRVI-MF,MF,0.01,
NSE,29983,1,UFDQIPIPVI,UFDQIPIPVI-MF,MF,0.01,
NSE,29982,1,UFDQIPIGVI,UFDQIPIGVI-MF,MF,0.01,
NSE,30960,1,UDAIPIPIII,UDAIPIPIII-MF,MF,0.01,
NSE,30959,1,UDAIPIGIII,UDAIPIGIII-MF,MF,0.01,
NSE,7276,1,UDAICEMENT,UDAICEMENT-EQ,EQ,0.05,
NSE,11223,1,UCOBANK,UCOBANK-EQ,EQ,0.05,
NSE,4212,2000,UCL,UCL-SM,SM,0.05,
NSE,3570,1,UCALFUEL,UCALFUEL-EQ,EQ,0.05,
NSE,16713,1,UBL,UBL-EQ,EQ,0.05,
NSE,15414,1,TWL,TWL-EQ,EQ,0.05,
NSE,18504,1,TVVISION,TVVISION-EQ,EQ,0.05,
NSE,11275,1,TVTODAY,TVTODAY-EQ,EQ,0.05,
NSE,14245,1,TVSSRICHAK,TVSSRICHAK-EQ,EQ,0.05,
NSE,8479,1,TVSMOTOR,TVSMOTOR-EQ,EQ,0.05,
NSE,11265,1,TVSELECT,TVSELECT-EQ,EQ,0.05,
NSE,14208,1,TV18BRDCST,TV18BRDCST-EQ,EQ,0.05,
NSE,8954,1,TTML,TTML-EQ,EQ,0.05,
NSE,14314,1,TTL,TTL-EQ,EQ,0.05,
NSE,3546,1,TTKPRESTIG,TTKPRESTIG-EQ,EQ,0.05,
NSE,11369,1,TTKHLTCARE,TTKHLTCARE-EQ,EQ,0.05,
NSE,13081,1,TRIVENI,TRIVENI-EQ,EQ,0.05,
NSE,25584,1,TRITURBINE,TRITURBINE-EQ,EQ,0.05,
NSE,15174,1,TRIL,TRIL-EQ,EQ,0.05,
NSE,5428,1,TRIGYN,TRIGYN-EQ,EQ,0.05,
NSE,9685,1,TRIDENT,TRIDENT-EQ,EQ,0.05,
NSE,17991,1,TRF,TRF-BE,BE,0.05,
NSE,1964,1,TRENT,TRENT-EQ,EQ,0.05,
NSE,7518,1,TREJHARA,TREJHARA-EQ,EQ,0.05,
NSE,25086,1,TREEHOUSE,TREEHOUSE-BE,BE,0.05,
NSE,21260,4000,TRANSWIND,TRANSWIND-SM,SM,0.05,
NSE,9219,1,TPLPLASTEH,TPLPLASTEH-EQ,EQ,0.05,
NSE,16908,1,TOUCHWOOD,TOUCHWOOD-EQ,EQ,0.05,
NSE,22423,1,TOTAL,TOTAL-EQ,EQ,0.05,
NSE,13786,1,TORNTPOWER,TORNTPOWER-EQ,EQ,0.05,
NSE,3518,1,TORNTPHARM,TORNTPHARM-EQ,EQ,0.05,
NSE,3837,1,TOKYOPLAST,TOKYOPLAST-EQ,EQ,0.05,
NSE,9884,1,TNTELE,TNTELE-BE,BE,0.05,
NSE,3980,1,TNPL,TNPL-EQ,EQ,0.05,
NSE,3509,1,TNPETRO,TNPETRO-EQ,EQ,0.05,
NSE,8882,1,TNIDETF,TNIDETF-EQ,EQ,0.01,
NSE,3506,1,TITAN,TITAN-EQ,EQ,0.05,
NSE,22282,1,TIRUPATIFL,TIRUPATIFL-EQ,EQ,0.05,
NSE,21868,3000,TIRUPATI,TIRUPATI-SM,SM,0.05,
NSE,3496,1,TIRUMALCHM,TIRUMALCHM-EQ,EQ,0.05,
NSE,9117,1,TIPSINDLTD,TIPSINDLTD-EQ,EQ,0.05,
NSE,3493,1,TINPLATE,TINPLATE-EQ,EQ,0.05,
NSE,14198,1,TIMKEN,TIMKEN-EQ,EQ,0.05,
NSE,14707,1,TIMETECHNO,TIMETECHNO-EQ,EQ,0.05,
NSE,11217,1,TIMESGTY,TIMESGTY-BE,BE,0.05,
NSE,7800,2000,TIMESCAN,TIMESCAN-SM,SM,0.05,
NSE,3484,1,TIL,TIL-EQ,EQ,0.05,
NSE,25482,1,TIJARIA,TIJARIA-EQ,EQ,0.05,
NSE,312,1,TIINDIA,TIINDIA-EQ,EQ,0.05,
NSE,14223,1,TIIL,TIIL-EQ,EQ,0.05,
NSE,14019,1,TIDEWATER,TIDEWATER-EQ,EQ,0.05,
NSE,19196,1,TI,TI-EQ,EQ,0.05,
NSE,17032,1,THYROCARE,THYROCARE-EQ,EQ,0.05,
NSE,31021,1,THOMASCOTT,THOMASCOTT-BE,BE,0.05,
NSE,3481,1,THOMASCOOK,THOMASCOOK-EQ,EQ,0.05,
NSE,3475,1,THERMAX,THERMAX-EQ,EQ,0.05,
NSE,14485,1,THEMISMED,THEMISMED-EQ,EQ,0.05,
NSE,28842,150,THEJO,THEJO-SM,SM,0.05,
NSE,21427,1,THEINVEST,THEINVEST-EQ,EQ,0.05,
NSE,18118,1,THANGAMAYL,THANGAMAYL-EQ,EQ,0.05,
NSE,14607,1,TGBHOTELS,TGBHOTELS-EQ,EQ,0.05,
NSE,14319,1,TFL,TFL-EQ,EQ,0.05,
NSE,3466,1,TFCILTD,TFCILTD-EQ,EQ,0.05,
NSE,21828,1,TEXRAIL,TEXRAIL-EQ,EQ,0.05,
NSE,18214,1,TEXMOPIPES,TEXMOPIPES-EQ,EQ,0.05,
NSE,11549,1,TEXINFRA,TEXINFRA-EQ,EQ,0.05,
NSE,19292,1,TERASOFT,TERASOFT-EQ,EQ,0.05,
NSE,3275,1,TEMBO,TEMBO-EQ,EQ,0.05,
NSE,21131,1,TEJASNET,TEJASNET-EQ,EQ,0.05,
NSE,7105,1,TEGA,TEGA-EQ,EQ,0.05,
NSE,6445,1,TECHNOE,TECHNOE-EQ,EQ,0.05,
NSE,13538,1,TECHM,TECHM-EQ,EQ,0.05,
NSE,25190,1,TECHIN,TECHIN-EQ,EQ,0.05,
NSE,6462,1,TECH,TECH-EQ,EQ,0.01,
NSE,12716,1,TEAMLEASE,TEAMLEASE-EQ,EQ,0.05,
NSE,25178,1,TDPOWERSYS,TDPOWERSYS-EQ,EQ,0.05,
NSE,11536,1,TCS,TCS-EQ,EQ,0.05,
NSE,184,1,TCPLPACK,TCPLPACK-EQ,EQ,0.05,
NSE,4172,1,TCNSBRANDS,TCNSBRANDS-EQ,EQ,0.05,
NSE,19223,1,TCIEXP,TCIEXP-EQ,EQ,0.05,
NSE,23452,1,TCIDEVELOP,TCIDEVELOP-EQ,EQ,0.05,
NSE,10580,1,TCI,TCI-EQ,EQ,0.05,
NSE,12963,1,TCFSL,TCFSL-NN,NN,0.01,
NSE,12961,1,TCFSL,TCFSL-NM,NM,0.01,
NSE,12958,1,TCFSL,TCFSL-NL,NL,0.01,
NSE,12956,1,TCFSL,TCFSL-NK,NK,0.01,
NSE,12953,1,TCFSL,TCFSL-NJ,NJ,0.01,
NSE,12951,1,TCFSL,TCFSL-NI,NI,0.01,
NSE,5058,1,TCFSL,TCFSL-NF,NF,0.01,
NSE,5056,1,TCFSL,TCFSL-NE,NE,0.01,
NSE,5042,1,TCFSL,TCFSL-ND,ND,0.01,
NSE,5031,1,TCFSL,TCFSL-NC,NC,0.01,
NSE,27037,1,TBZ,TBZ-EQ,EQ,0.05,
NSE,5162,1,TATVA,TATVA-EQ,EQ,0.05,
NSE,1639,1,TATASTLLP,TATASTLLP-EQ,EQ,0.05,
NSE,3499,1,TATASTEEL,TATASTEEL-EQ,EQ,0.05,
NSE,3426,1,TATAPOWER,TATAPOWER-EQ,EQ,0.05,
NSE,16965,1,TATAMTRDVR,TATAMTRDVR-EQ,EQ,0.05,
NSE,3456,1,TATAMOTORS,TATAMOTORS-EQ,EQ,0.05,
NSE,3423,1,TATAMETALI,TATAMETALI-EQ,EQ,0.05,
NSE,1621,1,TATAINVEST,TATAINVEST-EQ,EQ,0.05,
NSE,3411,1,TATAELXSI,TATAELXSI-EQ,EQ,0.05,
NSE,3432,1,TATACONSUM,TATACONSUM-EQ,EQ,0.05,
NSE,3721,1,TATACOMM,TATACOMM-EQ,EQ,0.05,
NSE,724,1,TATACOFFEE,TATACOFFEE-EQ,EQ,0.05,
NSE,3405,1,TATACHEM,TATACHEM-EQ,EQ,0.05,
NSE,16894,1,TATACAPHSG,TATACAPHSG-NB,NB,0.01,
NSE,16874,1,TATACAPHSG,TATACAPHSG-NA,NA,0.01,
NSE,16872,1,TATACAPHSG,TATACAPHSG-N9,N9,0.01,
NSE,16870,1,TATACAPHSG,TATACAPHSG-N8,N8,0.01,
NSE,16838,1,TATACAPHSG,TATACAPHSG-N7,N7,0.01,
NSE,16836,1,TATACAPHSG,TATACAPHSG-N6,N6,0.01,
NSE,16834,1,TATACAPHSG,TATACAPHSG-N5,N5,0.01,
NSE,16791,1,TATACAPHSG,TATACAPHSG-N4,N4,0.01,
NSE,16789,1,TATACAPHSG,TATACAPHSG-N3,N3,0.01,
NSE,16775,1,TATACAPHSG,TATACAPHSG-N2,N2,0.01,
NSE,16770,1,TATACAPHSG,TATACAPHSG-N1,N1,0.01,
NSE,20092,1,TASTYBITE,TASTYBITE-EQ,EQ,0.05,
NSE,6943,1,TARSONS,TARSONS-EQ,EQ,0.05,
NSE,14771,1,TARMAT,TARMAT-EQ,EQ,0.05,
NSE,1581,1,TARC,TARC-EQ,EQ,0.05,
NSE,18827,1,TARAPUR,TARAPUR-EQ,EQ,0.05,
NSE,2117,2000,TARACHAND,TARACHAND-SM,SM,0.05,
NSE,1314,1,TANTIACONS,TANTIACONS-BZ,BZ,0.05,
NSE,13976,1,TANLA,TANLA-EQ,EQ,0.05,
NSE,13648,1,TALBROAUTO,TALBROAUTO-EQ,EQ,0.05,
NSE,14917,1,TAKE,TAKE-EQ,EQ,0.05,
NSE,9354,1,TAJGVK,TAJGVK-EQ,EQ,0.05,
NSE,3396,1,TAINWALCHM,TAINWALCHM-EQ,EQ,0.05,
NSE,10243,1,SYNGENE,SYNGENE-EQ,EQ,0.05,
NSE,24190,1,SYMPHONY,SYMPHONY-EQ,EQ,0.05,
NSE,12489,1,SWSOLAR,SWSOLAR-EQ,EQ,0.05,
NSE,11909,1,SWELECTES,SWELECTES-EQ,EQ,0.05,
NSE,3384,1,SWARAJENG,SWARAJENG-EQ,EQ,0.05,
NSE,8608,2000,SWARAJ,SWARAJ-SM,SM,0.05,
NSE,27095,1,SWANENERGY,SWANENERGY-EQ,EQ,0.05,
NSE,5020,1,SVPGLOB,SVPGLOB-EQ,EQ,0.05,
NSE,3262,1000,SVLL,SVLL-SM,SM,0.05,
NSE,12018,1,SUZLON,SUZLON-EQ,EQ,0.05,
NSE,2998,1,SUVIDHAA,SUVIDHAA-EQ,EQ,0.05,
NSE,17945,1,SUVENPHAR,SUVENPHAR-EQ,EQ,0.05,
NSE,11233,1,SUVEN,SUVEN-EQ,EQ,0.05,
NSE,638,1,SUULD,SUULD-EQ,EQ,0.05,
NSE,13801,1,SUTLEJTEX,SUTLEJTEX-EQ,EQ,0.05,
NSE,2970,1,SURYODAY,SURYODAY-EQ,EQ,0.05,
NSE,3375,1,SURYAROSNI,SURYAROSNI-EQ,EQ,0.05,
NSE,11852,1,SURYALAXMI,SURYALAXMI-EQ,EQ,0.05,
NSE,8513,2000,SURANI,SURANI-SM,SM,0.05,
NSE,10700,1,SURANAT&P,SURANAT&P-EQ,EQ,0.05,
NSE,21077,1,SURANASOL,SURANASOL-EQ,EQ,0.05,
NSE,7390,1,SUPRIYA,SUPRIYA-EQ,EQ,0.05,
NSE,15006,1,SUPREMEINF,SUPREMEINF-BE,BE,0.05,
NSE,3363,1,SUPREMEIND,SUPREMEIND-EQ,EQ,0.05,
NSE,1389,1,SUPREMEENG,SUPREMEENG-EQ,EQ,0.05,
NSE,11689,1,SUPRAJIT,SUPRAJIT-EQ,EQ,0.05,
NSE,3357,1,SUPERSPIN,SUPERSPIN-EQ,EQ,0.05,
NSE,20616,1,SUPERHOUSE,SUPERHOUSE-EQ,EQ,0.05,
NSE,13404,1,SUNTV,SUNTV-EQ,EQ,0.05,
NSE,17641,1,SUNTECK,SUNTECK-EQ,EQ,0.05,
NSE,3351,1,SUNPHARMA,SUNPHARMA-EQ,EQ,0.05,
NSE,3348,1,SUNFLAG,SUNFLAG-EQ,EQ,0.05,
NSE,3345,1,SUNDRMFAST,SUNDRMFAST-EQ,EQ,0.05,
NSE,4179,1,SUNDRMBRAK,SUNDRMBRAK-EQ,EQ,0.05,
NSE,2183,1,SUNDARMHLD,SUNDARMHLD-EQ,EQ,0.05,
NSE,3339,1,SUNDARMFIN,SUNDARMFIN-EQ,EQ,0.05,
NSE,18931,1,SUNDARAM,SUNDARAM-EQ,EQ,0.05,
NSE,29008,1,SUNCLAYLTD,SUNCLAYLTD-EQ,EQ,0.05,
NSE,21275,1,SUMMITSEC,SUMMITSEC-EQ,EQ,0.05,
NSE,11140,1,SUMIT,SUMIT-EQ,EQ,0.05,
NSE,17105,1,SUMICHEM,SUMICHEM-EQ,EQ,0.05,
NSE,20790,1,SUMEETINDS,SUMEETINDS-EQ,EQ,0.05,
NSE,3327,1,SUDARSCHEM,SUDARSCHEM-EQ,EQ,0.05,
NSE,3324,1,SUBROS,SUBROS-EQ,EQ,0.05,
NSE,967,1,SUBEXLTD,SUBEXLTD-EQ,EQ,0.05,
NSE,9666,1,SUBCAPCITY,SUBCAPCITY-BE,BE,0.05,
NSE,5186,1,STYLAMIND,STYLAMIND-EQ,EQ,0.05,
NSE,2107,1,STOVEKRAFT,STOVEKRAFT-EQ,EQ,0.05,
NSE,9309,1,STLTECH,STLTECH-EQ,EQ,0.05,
NSE,4299,1,STERTOOLS,STERTOOLS-EQ,EQ,0.05,
NSE,21484,1,STEL,STEL-EQ,EQ,0.05,
NSE,21339,1,STEELXIND,STEELXIND-EQ,EQ,0.05,
NSE,10406,1,STEELCITY,STEELCITY-EQ,EQ,0.05,
NSE,6803,1,STEELCAS,STEELCAS-EQ,EQ,0.05,
