Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,8998,1,MRO-TEK,MRO-TEK-EQ,EQ,0.05,
NSE,5130,5560,MRO,MRO-IT,IT,0.05,
NSE,2277,1,MRF,MRF-EQ,EQ,0.05,
NSE,21792,2000,MPTODAY,MPTODAY-SM,SM,0.05,
NSE,10578,1,MPSLTD,MPSLTD-EQ,EQ,0.05,
NSE,4503,1,MPHASIS,MPHASIS-EQ,EQ,0.05,
NSE,2268,1,MOTOGENFIN,MOTOGENFIN-EQ,EQ,0.05,
NSE,14947,1,MOTILALOFS,MOTILALOFS-EQ,EQ,0.05,
NSE,4204,1,MOTHERSON,MOTHERSON-EQ,EQ,0.05,
NSE,2259,1,MOREPENLAB,MOREPENLAB-EQ,EQ,0.05,
NSE,28877,1,MORARJEE,MORARJEE-EQ,EQ,0.05,
NSE,5938,1,MONTECARLO,MONTECARLO-EQ,EQ,0.05,
NSE,7422,1,MONQ50,MONQ50-EQ,EQ,0.01,
NSE,7679,1,MONARCH,MONARCH-EQ,EQ,0.05,
NSE,22739,1,MON100,MON100-EQ,EQ,0.01,
NSE,8182,1,MOMOMENTUM,MOMOMENTUM-EQ,EQ,0.01,
NSE,19289,1,MOM50,MOM50-EQ,EQ,0.01,
NSE,21423,1,MOM100,MOM100-EQ,EQ,0.01,
NSE,8654,1,MOLOWVOL,MOLOWVOL-EQ,EQ,0.01,
NSE,6713,1,MOLDTKPAC,MOLDTKPAC-EQ,EQ,0.05,
NSE,17625,1,MOLDTECH,MOLDTECH-EQ,EQ,0.05,
NSE,5394,1,MOL,MOL-EQ,EQ,0.05,
NSE,3586,1,MOKSH,MOKSH-EQ,EQ,0.05,
NSE,20830,1,MOIL,MOIL-EQ,EQ,0.05,
NSE,29423,1,MOHITIND,MOHITIND-EQ,EQ,0.05,
NSE,10508,1,MOHEALTH,MOHEALTH-EQ,EQ,0.01,
NSE,1507,1,MOGSEC,MOGSEC-EQ,EQ,0.01,
NSE,3316,1,MODISONLTD,MODISONLTD-EQ,EQ,0.05,
NSE,6934,1,MODIRUBBER,MODIRUBBER-BE,BE,0.05,
NSE,17957,1,MMTC,MMTC-EQ,EQ,0.05,
NSE,16395,1,MMP,MMP-EQ,EQ,0.05,
NSE,13844,1,MMFL,MMFL-EQ,EQ,0.05,
NSE,20509,2000,MKPL,MKPL-SM,SM,0.05,
NSE,18562,1,MITTAL,MITTAL-EQ,EQ,0.05,
NSE,8469,1,MITCON,MITCON-EQ,EQ,0.05,
NSE,4394,1,MIRZAINT,MIRZAINT-EQ,EQ,0.05,
NSE,2202,1,MIRCELECTR,MIRCELECTR-EQ,EQ,0.05,
NSE,14356,1,MINDTREE,MINDTREE-EQ,EQ,0.05,
NSE,18049,1,MINDTECK,MINDTECK-EQ,EQ,0.05,
NSE,22308,1,MINDSPACE,MINDSPACE-RR,RR,0.01,
NSE,8900,4000,MINDPOOL,MINDPOOL-SM,SM,0.05,
NSE,25897,1,MINDACORP,MINDACORP-EQ,EQ,0.05,
NSE,162,4400,MILTON,MILTON-ST,ST,0.05,
NSE,2463,1,MIDHANI,MIDHANI-EQ,EQ,0.05,
NSE,8506,1,MID150BEES,MID150BEES-EQ,EQ,0.01,
NSE,17560,1,MI2QPD,MI2QPD-MF,MF,0.01,
NSE,17557,1,MI2QP,MI2QP-MF,MF,0.01,
NSE,17559,1,MI2MPD,MI2MPD-MF,MF,0.01,
NSE,17556,1,MI2MP,MI2MP-MF,MF,0.01,
NSE,17333,1,MHRIL,MHRIL-EQ,EQ,0.05,
NSE,7886,1,MHLXMIRU,MHLXMIRU-EQ,EQ,0.05,
NSE,1426,3000,MHHL,MHHL-SM,SM,0.05,
NSE,17534,1,MGL,MGL-EQ,EQ,0.05,
NSE,1593,1,MGEL,MGEL-EQ,EQ,0.05,
NSE,2142,1,MFSL,MFSL-EQ,EQ,0.05,
NSE,5382,1,MFL,MFL-EQ,EQ,0.05,
NSE,9581,1,METROPOLIS,METROPOLIS-EQ,EQ,0.05,
NSE,7242,1,METROBRAND,METROBRAND-EQ,EQ,0.05,
NSE,3289,1,METALFORGE,METALFORGE-BZ,BZ,0.05,
NSE,11879,1,MERCATOR,MERCATOR-BE,BE,0.05,
NSE,8771,1,MEP,MEP-EQ,EQ,0.05,
NSE,6961,1,MENONBE,MENONBE-EQ,EQ,0.05,
NSE,8153,1,MEGASTAR,MEGASTAR-EQ,EQ,0.05,
NSE,14797,1,MEGASOFT,MEGASOFT-BE,BE,0.05,
NSE,7254,1,MEDPLUS,MEDPLUS-EQ,EQ,0.05,
NSE,9667,1,MEDICO,MEDICO-EQ,EQ,0.05,
NSE,6278,1,MEDICAMEQ,MEDICAMEQ-EQ,EQ,0.05,
NSE,2132,2000,MDL,MDL-SM,SM,0.05,
NSE,31181,1,MCX,MCX-EQ,EQ,0.05,
NSE,11943,1,MCLEODRUSS,MCLEODRUSS-EQ,EQ,0.05,
NSE,22360,1,MCL,MCL-EQ,EQ,0.05,
NSE,10447,1,MCDOWELL-N,MCDOWELL-N-EQ,EQ,0.05,
NSE,4193,1,MC2RG,MC2RG-MF,MF,0.01,
NSE,4192,1,MC2RD,MC2RD-MF,MF,0.01,
NSE,4191,1,MC2DG,MC2DG-MF,MF,0.01,
NSE,4190,1,MC2DD,MC2DD-MF,MF,0.01,
NSE,3845,1,MC1RG,MC1RG-MF,MF,0.01,
NSE,3844,1,MC1RD,MC1RD-MF,MF,0.01,
NSE,3843,1,MC1DG,MC1DG-MF,MF,0.01,
NSE,3842,1,MC1DD,MC1DD-MF,MF,0.01,
NSE,18029,1,MBLINFRA,MBLINFRA-EQ,EQ,0.05,
NSE,12705,1,MBAPL,MBAPL-BE,BE,0.05,
NSE,509,1,MAZDOCK,MAZDOCK-EQ,EQ,0.05,
NSE,18866,1,MAZDA,MAZDA-EQ,EQ,0.05,
NSE,28906,1,MAYURUNIQ,MAYURUNIQ-EQ,EQ,0.05,
NSE,17468,1,MAXVIL,MAXVIL-EQ,EQ,0.05,
NSE,22428,1,MAXIND,MAXIND-EQ,EQ,0.05,
NSE,22377,1,MAXHEALTH,MAXHEALTH-EQ,EQ,0.05,
NSE,17022,1,MAWANASUG,MAWANASUG-EQ,EQ,0.05,
NSE,21726,1,MATRIMONY,MATRIMONY-EQ,EQ,0.05,
NSE,2124,1,MASTEK,MASTEK-EQ,EQ,0.05,
NSE,5782,1,MASPTOP50,MASPTOP50-EQ,EQ,0.01,
NSE,18731,1,MASKINVEST,MASKINVEST-BE,BE,0.05,
NSE,199,1,MASFIN,MASFIN-EQ,EQ,0.05,
NSE,10999,1,MARUTI,MARUTI-EQ,EQ,0.05,
NSE,6757,1,MARSHALL,MARSHALL-EQ,EQ,0.05,
NSE,10579,1,MARKSANS,MARKSANS-EQ,EQ,0.05,
NSE,1328,1,MARINE,MARINE-EQ,EQ,0.05,
NSE,4067,1,MARICO,MARICO-EQ,EQ,0.05,
NSE,18659,1,MARATHON,MARATHON-EQ,EQ,0.05,
NSE,2112,1,MARALOVER,MARALOVER-EQ,EQ,0.05,
NSE,7227,1,MAPMYINDIA,MAPMYINDIA-EQ,EQ,0.05,
NSE,8167,1,MANYAVAR,MANYAVAR-EQ,EQ,0.05,
NSE,17181,1,MANXT50,MANXT50-EQ,EQ,0.01,
NSE,13572,1,MANUGRAPH,MANUGRAPH-EQ,EQ,0.05,
NSE,6422,1,MANORG,MANORG-EQ,EQ,0.05,
NSE,10227,1,MANORAMA,MANORAMA-EQ,EQ,0.05,
NSE,18226,1,MANINFRA,MANINFRA-EQ,EQ,0.05,
NSE,11884,1,MANINDS,MANINDS-EQ,EQ,0.05,
NSE,2106,1,MANGLMCEM,MANGLMCEM-EQ,EQ,0.05,
NSE,15007,1,MANGCHEFER,MANGCHEFER-EQ,EQ,0.05,
NSE,11817,1,MANGALAM,MANGALAM-EQ,EQ,0.05,
NSE,21697,4000,MANAV,MANAV-SM,SM,0.05,
NSE,19061,1,MANAPPURAM,MANAPPURAM-EQ,EQ,0.05,
NSE,13796,1,MANALIPETC,MANALIPETC-EQ,EQ,0.05,
NSE,7463,1,MANAKSTEEL,MANAKSTEEL-EQ,EQ,0.05,
NSE,15199,1,MANAKSIA,MANAKSIA-EQ,EQ,0.05,
NSE,7413,1,MANAKCOAT,MANAKCOAT-EQ,EQ,0.05,
NSE,7420,1,MANAKALUCO,MANAKALUCO-EQ,EQ,0.05,
NSE,6353,1,MAN50ETF,MAN50ETF-EQ,EQ,0.01,
NSE,7979,1,MAMFGETF,MAMFGETF-EQ,EQ,0.01,
NSE,8413,1,MAM150ETF,MAM150ETF-EQ,EQ,0.01,
NSE,13352,1,MALUPAPER,MALUPAPER-EQ,EQ,0.05,
NSE,7965,1,MALLCOM,MALLCOM-EQ,EQ,0.05,
NSE,24538,1,MAITHANALL,MAITHANALL-EQ,EQ,0.05,
NSE,2088,1,MAHSEAMLES,MAHSEAMLES-EQ,EQ,0.05,
NSE,2085,1,MAHSCOOTER,MAHSCOOTER-EQ,EQ,0.05,
NSE,385,1,MAHLOG,MAHLOG-EQ,EQ,0.05,
NSE,8050,1,MAHLIFE,MAHLIFE-EQ,EQ,0.05,
NSE,7074,1,MAHKTECH,MAHKTECH-EQ,EQ,0.01,
NSE,14937,1,MAHINDCIE,MAHINDCIE-EQ,EQ,0.05,
NSE,2839,1500,MAHICKRA,MAHICKRA-SM,SM,0.05,
NSE,9576,1,MAHESHWARI,MAHESHWARI-EQ,EQ,0.05,
NSE,17603,1,MAHEPC,MAHEPC-EQ,EQ,0.05,
NSE,17527,1,MAHASTEEL,MAHASTEEL-EQ,EQ,0.05,
NSE,5239,1,MAHAPEXLTD,MAHAPEXLTD-EQ,EQ,0.05,
NSE,11377,1,MAHABANK,MAHABANK-EQ,EQ,0.05,
NSE,14957,1,MAGNUM,MAGNUM-EQ,EQ,0.05,
NSE,21392,1,MAGADSUGAR,MAGADSUGAR-EQ,EQ,0.05,
NSE,5220,1,MAFSETF,MAFSETF-EQ,EQ,0.01,
NSE,3507,1,MAFANG,MAFANG-EQ,EQ,0.01,
NSE,1200,1,MAESGETF,MAESGETF-EQ,EQ,0.01,
NSE,4911,1,MADRASFERT,MADRASFERT-EQ,EQ,0.05,
NSE,13671,1,MADHUCON,MADHUCON-EQ,EQ,0.05,
NSE,8259,1600,MADHAVBAUG,MADHAVBAUG-SM,SM,0.05,
NSE,15151,1,MADHAV,MADHAV-EQ,EQ,0.05,
NSE,22347,1,MACPOWER,MACPOWER-EQ,EQ,0.05,
NSE,15017,1,MAANALU,MAANALU-EQ,EQ,0.05,
NSE,262,1,M17RG,M17RG-MF,MF,0.01,
NSE,259,1,M17RD,M17RD-MF,MF,0.01,
NSE,256,1,M17DG,M17DG-MF,MF,0.01,
NSE,253,1,M17DD,M17DD-MF,MF,0.01,
NSE,21656,1,M16RG,M16RG-MF,MF,0.01,
NSE,21655,1,M16RD,M16RD-MF,MF,0.01,
NSE,21654,1,M16DG,M16DG-MF,MF,0.01,
NSE,21653,1,M16DD,M16DD-MF,MF,0.01,
NSE,20050,1,M&MFIN,M&MFIN-N3,N3,0.01,
NSE,20048,1,M&MFIN,M&MFIN-N2,N2,0.01,
NSE,20046,1,M&MFIN,M&MFIN-N1,N1,0.01,
NSE,13285,1,M&MFIN,M&MFIN-EQ,EQ,0.05,
NSE,2031,1,M&M,M&M-EQ,EQ,0.05,
NSE,31472,1,LYPSAGEMS,LYPSAGEMS-BE,BE,0.05,
NSE,2028,1,LYKALABS,LYKALABS-EQ,EQ,0.05,
NSE,2841,1,LXCHEM,LXCHEM-EQ,EQ,0.05,
NSE,11301,1,LUXIND,LUXIND-EQ,EQ,0.05,
NSE,10440,1,LUPIN,LUPIN-EQ,EQ,0.05,
NSE,14014,1,LUMAXTECH,LUMAXTECH-EQ,EQ,0.05,
NSE,2018,1,LUMAXIND,LUMAXIND-EQ,EQ,0.05,
NSE,18564,1,LTTS,LTTS-EQ,EQ,0.05,
NSE,17818,1,LTI,LTI-EQ,EQ,0.05,
NSE,17700,1,LTGILTBEES,LTGILTBEES-EQ,EQ,0.01,
NSE,11483,1,LT,LT-EQ,EQ,0.05,
NSE,17801,1,LSIL,LSIL-EQ,EQ,0.05,
NSE,16863,1,LPDC,LPDC-EQ,EQ,0.05,
NSE,10590,1,LOYALTEX,LOYALTEX-EQ,EQ,0.05,
NSE,22415,1,LOVABLE,LOVABLE-EQ,EQ,0.05,
NSE,16807,1,LOTUSEYE,LOTUSEYE-EQ,EQ,0.05,
NSE,13436,1,LOKESHMACH,LOKESHMACH-EQ,EQ,0.05,
NSE,3220,1,LODHA,LODHA-EQ,EQ,0.05,
NSE,1927,1,LIQUIDETF,LIQUIDETF-EQ,EQ,0.01,
NSE,11006,1,LIQUIDBEES,LIQUIDBEES-EQ,EQ,0.01,
NSE,1627,1,LINDEINDIA,LINDEINDIA-EQ,EQ,0.05,
NSE,11596,1,LINCOLN,LINCOLN-EQ,EQ,0.05,
NSE,6951,1,LINC,LINC-EQ,EQ,0.05,
NSE,578,1,LIKHITHA,LIKHITHA-EQ,EQ,0.05,
NSE,15229,1,LICNFNHGP,LICNFNHGP-EQ,EQ,0.01,
NSE,11441,1,LICNETFSEN,LICNETFSEN-EQ,EQ,0.01,
NSE,11319,1,LICNETFN50,LICNETFN50-EQ,EQ,0.01,
NSE,6062,1,LICNETFGSC,LICNETFGSC-EQ,EQ,0.01,
NSE,9480,1,LICI,LICI-EQ,EQ,0.05,
NSE,1997,1,LICHSGFIN,LICHSGFIN-EQ,EQ,0.05,
NSE,1994,1,LIBERTSHOE,LIBERTSHOE-EQ,EQ,0.05,
NSE,11082,1,LIBAS,LIBAS-EQ,EQ,0.05,
NSE,18475,8000,LGHL,LGHL-SM,SM,0.05,
NSE,16845,1,LGBFORGE,LGBFORGE-EQ,EQ,0.05,
NSE,18321,1,LGBBROSLTD,LGBBROSLTD-EQ,EQ,0.05,
NSE,7902,1,LFIC,LFIC-EQ,EQ,0.05,
NSE,21585,1000,LEXUS,LEXUS-SM,SM,0.05,
NSE,2606,1,LEMONTREE,LEMONTREE-EQ,EQ,0.05,
NSE,9372,1600,LEMERITE,LEMERITE-SM,SM,0.05,
NSE,7529,1,LCCINFOTEC,LCCINFOTEC-EQ,EQ,0.05,
NSE,1979,1,LAXMIMACH,LAXMIMACH-EQ,EQ,0.05,
NSE,6568,1,LAXMICOT,LAXMICOT-EQ,EQ,0.05,
NSE,19234,1,LAURUSLABS,LAURUSLABS-EQ,EQ,0.05,
NSE,3307,2000,LATTEYS,LATTEYS-SM,SM,0.05,
NSE,6818,1,LATENTVIEW,LATENTVIEW-EQ,EQ,0.05,
NSE,21723,1,LASA,LASA-BE,BE,0.05,
NSE,14423,1,LAOPALA,LAOPALA-EQ,EQ,0.05,
NSE,9392,1,LANCER,LANCER-EQ,EQ,0.05,
NSE,6407,1,LAMBODHARA,LAMBODHARA-EQ,EQ,0.05,
NSE,11654,1,LALPATHLAB,LALPATHLAB-EQ,EQ,0.05,
NSE,4774,1,LAKPRE,LAKPRE-BZ,BZ,0.05,
NSE,5865,1,LAGNAM,LAGNAM-EQ,EQ,0.05,
NSE,15802,1,L&TFINANCE,L&TFINANCE-Y9,Y9,0.01,
NSE,15763,1,L&TFINANCE,L&TFINANCE-Y8,Y8,0.01,
NSE,15733,1,L&TFINANCE,L&TFINANCE-Y7,Y7,0.01,
NSE,15684,1,L&TFINANCE,L&TFINANCE-Y6,Y6,0.01,
NSE,15656,1,L&TFINANCE,L&TFINANCE-Y5,Y5,0.01,
NSE,15641,1,L&TFINANCE,L&TFINANCE-Y4,Y4,0.01,
NSE,15628,1,L&TFINANCE,L&TFINANCE-Y3,Y3,0.01,
NSE,15604,1,L&TFINANCE,L&TFINANCE-Y2,Y2,0.01,
NSE,15586,1,L&TFINANCE,L&TFINANCE-Y1,Y1,0.01,
NSE,15562,1,L&TFINANCE,L&TFINANCE-NZ,NZ,0.01,
NSE,15478,1,L&TFINANCE,L&TFINANCE-NY,NY,0.01,
NSE,15438,1,L&TFINANCE,L&TFINANCE-NX,NX,0.01,
NSE,9676,1,L&TFINANCE,L&TFINANCE-NW,NW,0.01,
NSE,9674,1,L&TFINANCE,L&TFINANCE-NV,NV,0.01,
NSE,9669,1,L&TFINANCE,L&TFINANCE-NU,NU,0.01,
NSE,9662,1,L&TFINANCE,L&TFINANCE-NT,NT,0.01,
NSE,9656,1,L&TFINANCE,L&TFINANCE-NS,NS,0.01,
NSE,9650,1,L&TFINANCE,L&TFINANCE-NR,NR,0.01,
NSE,9644,1,L&TFINANCE,L&TFINANCE-NQ,NQ,0.01,
NSE,9630,1,L&TFINANCE,L&TFINANCE-NP,NP,0.01,
NSE,9624,1,L&TFINANCE,L&TFINANCE-NO,NO,0.01,
NSE,9622,1,L&TFINANCE,L&TFINANCE-NN,NN,0.01,
NSE,9235,1,L&TFINANCE,L&TFINANCE-NI,NI,0.01,
NSE,9233,1,L&TFINANCE,L&TFINANCE-NH,NH,0.01,
NSE,9231,1,L&TFINANCE,L&TFINANCE-NG,NG,0.01,
NSE,9229,1,L&TFINANCE,L&TFINANCE-NF,NF,0.01,
NSE,9227,1,L&TFINANCE,L&TFINANCE-NE,NE,0.01,
NSE,9216,1,L&TFINANCE,L&TFINANCE-ND,ND,0.01,
NSE,9214,1,L&TFINANCE,L&TFINANCE-NC,NC,0.01,
NSE,9212,1,L&TFINANCE,L&TFINANCE-NB,NB,0.01,
NSE,24948,1,L&TFH,L&TFH-EQ,EQ,0.05,
NSE,13870,1,KUANTUM,KUANTUM-EQ,EQ,0.05,
NSE,8054,1,KTKBANK,KTKBANK-EQ,EQ,0.05,
NSE,19087,400,KSOLVES,KSOLVES-SM,SM,0.05,
NSE,18889,1,KSL,KSL-EQ,EQ,0.05,
NSE,10407,1,KSHITIJPOL,KSHITIJPOL-EQ,EQ,0.05,
NSE,14972,1,KSCL,KSCL-EQ,EQ,0.05,
NSE,1949,1,KSB,KSB-EQ,EQ,0.05,
NSE,5359,1,KRSNAA,KRSNAA-EQ,EQ,0.05,
NSE,9288,1,KRITIKA,KRITIKA-EQ,EQ,0.05,
NSE,6417,1,KRITI,KRITI-EQ,EQ,0.05,
NSE,8782,3000,KRISHNADEF,KRISHNADEF-SM,SM,0.05,
NSE,8671,1000,KRISHIVAL,KRISHIVAL-SM,SM,0.05,
NSE,12847,1,KRISHANA,KRISHANA-EQ,EQ,0.05,
NSE,11480,1,KRIDHANINF,KRIDHANINF-EQ,EQ,0.05,
NSE,1937,1,KREBSBIO,KREBSBIO-EQ,EQ,0.05,
NSE,10577,1,KRBL,KRBL-EQ,EQ,0.05,
NSE,14912,1,KPRMILL,KPRMILL-EQ,EQ,0.05,
NSE,9683,1,KPITTECH,KPITTECH-EQ,EQ,0.05,
NSE,5108,1,KPIGREEN,KPIGREEN-EQ,EQ,0.05,
NSE,5192,1,KOVAI,KOVAI-EQ,EQ,0.05,
NSE,6441,400,KOTYARK,KOTYARK-SM,SM,0.05,
NSE,5528,1,KOTHARIPRO,KOTHARIPRO-EQ,EQ,0.05,
NSE,4594,1,KOTHARIPET,KOTHARIPET-EQ,EQ,0.05,
NSE,11647,1,KOTARISUG,KOTARISUG-EQ,EQ,0.05,
NSE,15061,1,KOTAKPSUBK,KOTAKPSUBK-EQ,EQ,0.01,
NSE,11457,1,KOTAKNV20,KOTAKNV20-EQ,EQ,0.01,
NSE,18102,1,KOTAKNIFTY,KOTAKNIFTY-EQ,EQ,0.01,
NSE,10676,1,KOTAKMNC,KOTAKMNC-EQ,EQ,0.01,
NSE,8077,1,KOTAKMID50,KOTAKMID50-EQ,EQ,0.01,
NSE,8632,1,KOTAKLOVOL,KOTAKLOVOL-EQ,EQ,0.01,
NSE,2627,1,KOTAKIT,KOTAKIT-EQ,EQ,0.01,
NSE,14858,1,KOTAKGOLD,KOTAKGOLD-EQ,EQ,0.01,
NSE,10512,1,KOTAKCONS,KOTAKCONS-EQ,EQ,0.01,
NSE,5851,1,KOTAKBKETF,KOTAKBKETF-EQ,EQ,0.01,
NSE,1922,1,KOTAKBANK,KOTAKBANK-EQ,EQ,0.05,
NSE,7412,1,KOTAKALPHA,KOTAKALPHA-EQ,EQ,0.01,
NSE,1919,1,KOPRAN,KOPRAN-EQ,EQ,0.05,
NSE,15124,1,KOLTEPATIL,KOLTEPATIL-EQ,EQ,0.05,
NSE,16827,1,KOKUYOCMLN,KOKUYOCMLN-EQ,EQ,0.05,
NSE,7675,1,KOHINOOR,KOHINOOR-BE,BE,0.05,
NSE,15283,1,KNRCON,KNRCON-EQ,EQ,0.05,
NSE,8602,1600,KNAGRI,KNAGRI-SM,SM,0.05,
NSE,14667,1,KMSUGAR,KMSUGAR-EQ,EQ,0.05,
NSE,17781,156,KKVAPOW,KKVAPOW-SM,SM,0.05,
NSE,13381,1,KKCL,KKCL-EQ,EQ,0.05,
NSE,28899,1,KITEX,KITEX-EQ,EQ,0.05,
NSE,19025,1,KIRLOSIND,KIRLOSIND-EQ,EQ,0.05,
NSE,20936,1,KIRLOSENG,KIRLOSENG-EQ,EQ,0.05,
NSE,18581,1,KIRLOSBROS,KIRLOSBROS-EQ,EQ,0.05,
NSE,14466,1,KIRLFER,KIRLFER-EQ,EQ,0.05,
NSE,16639,1,KIRIINDUS,KIRIINDUS-EQ,EQ,0.05,
NSE,19126,1,KIOCL,KIOCL-EQ,EQ,0.05,
NSE,18944,1,KINGFA,KINGFA-EQ,EQ,0.05,
NSE,4847,1,KIMS,KIMS-EQ,EQ,0.05,
NSE,19937,1,KILITCH,KILITCH-EQ,EQ,0.05,
NSE,21119,1,KICL,KICL-EQ,EQ,0.05,
NSE,9570,3100,KHFM,KHFM-SM,SM,0.05,
NSE,9645,1,KHANDSE,KHANDSE-BE,BE,0.05,
NSE,3912,1,KHAITANLTD,KHAITANLTD-EQ,EQ,0.05,
NSE,896,1,KHAICHEM,KHAICHEM-EQ,EQ,0.05,
NSE,425,1,KHADIM,KHADIM-EQ,EQ,0.05,
NSE,4157,1,KEYFINSERV,KEYFINSERV-EQ,EQ,0.05,
NSE,1859,1,KESORAMIND,KESORAMIND-EQ,EQ,0.05,
NSE,13125,1,KERNEX,KERNEX-BE,BE,0.05,
NSE,11841,1,KENNAMET,KENNAMET-EQ,EQ,0.05,
NSE,13430,1,KELLTONTEC,KELLTONTEC-EQ,EQ,0.05,
NSE,13310,1,KEI,KEI-EQ,EQ,0.05,
NSE,1135,1,KEERTI,KEERTI-BE,BE,0.05,
NSE,8880,1,KEEPLEARN,KEEPLEARN-BE,BE,0.05,
NSE,18220,1,KECL,KECL-EQ,EQ,0.05,
NSE,13260,1,KEC,KEC-EQ,EQ,0.05,
NSE,14908,1,KDDL,KDDL-EQ,EQ,0.05,
NSE,4809,1,KCPSUGIND,KCPSUGIND-EQ,EQ,0.05,
NSE,1841,1,KCP,KCP-EQ,EQ,0.05,
NSE,10293,4000,KCK,KCK-SM,SM,0.05,
NSE,2354,1,KBCGLOBAL,KBCGLOBAL-EQ,EQ,0.05,
NSE,10276,1,KAYA,KAYA-EQ,EQ,0.05,
NSE,15244,1,KAVVERITEL,KAVVERITEL-EQ,EQ,0.05,
NSE,15136,1,KAUSHALYA,KAUSHALYA-EQ,EQ,0.05,
NSE,1838,1,KARURVYSYA,KARURVYSYA-EQ,EQ,0.05,
NSE,24385,1,KARMAENG,KARMAENG-EQ,EQ,0.05,
NSE,18967,1,KAPSTON,KAPSTON-EQ,EQ,0.05,
NSE,1196,1,KANSAINER,KANSAINER-EQ,EQ,0.05,
NSE,1782,1,KANPRPLA,KANPRPLA-EQ,EQ,0.05,
NSE,1835,1,KANORICHEM,KANORICHEM-EQ,EQ,0.05,
NSE,25786,1,KANANIIND,KANANIIND-EQ,EQ,0.05,
NSE,13457,1,KAMDHENU,KAMDHENU-EQ,EQ,0.05,
NSE,1826,1,KAMATHOTEL,KAMATHOTEL-EQ,EQ,0.05,
NSE,2955,1,KALYANKJIL,KALYANKJIL-EQ,EQ,0.05,
NSE,15160,1,KALYANIFRG,KALYANIFRG-BE,BE,0.05,
NSE,19653,1,KALYANI,KALYANI-BE,BE,0.05,
NSE,1814,1,KALPATPOWR,KALPATPOWR-EQ,EQ,0.05,
NSE,1811,1,KAKATCEM,KAKATCEM-EQ,EQ,0.05,
NSE,1808,1,KAJARIACER,KAJARIACER-EQ,EQ,0.05,
NSE,1805,1,KABRAEXTRU,KABRAEXTRU-EQ,EQ,0.05,
NSE,2411,1,JYOTISTRUC,JYOTISTRUC-BZ,BZ,0.05,
NSE,15146,1,JYOTHYLAB,JYOTHYLAB-EQ,EQ,0.05,
NSE,20224,1,JWL,JWL-EQ,EQ,0.05,
NSE,29962,1,JUSTDIAL,JUSTDIAL-EQ,EQ,0.05,
NSE,10939,1,JUNIORBEES,JUNIORBEES-EQ,EQ,0.01,
NSE,3637,1,JUBLPHARMA,JUBLPHARMA-EQ,EQ,0.05,
NSE,2783,1,JUBLINGREA,JUBLINGREA-EQ,EQ,0.05,
NSE,21541,1,JUBLINDS,JUBLINDS-EQ,EQ,0.05,
NSE,18096,1,JUBLFOOD,JUBLFOOD-EQ,EQ,0.05,
NSE,7287,1,JTLINFRA,JTLINFRA-EQ,EQ,0.05,
NSE,3237,1,JTEKTINDIA,JTEKTINDIA-EQ,EQ,0.05,
NSE,11723,1,JSWSTEEL,JSWSTEEL-EQ,EQ,0.05,
NSE,4671,1,JSWISPL,JSWISPL-EQ,EQ,0.05,
NSE,11880,1,JSWHL,JSWHL-EQ,EQ,0.05,
NSE,17869,1,JSWENERGY,JSWENERGY-EQ,EQ,0.05,
NSE,9038,1000,JSLL,JSLL-SM,SM,0.05,
NSE,12304,1,JSLHISAR,JSLHISAR-EQ,EQ,0.05,
NSE,11236,1,JSL,JSL-EQ,EQ,0.05,
NSE,11763,1,JPPOWER,JPPOWER-EQ,EQ,0.05,
NSE,31507,1,JPOLYINVST,JPOLYINVST-EQ,EQ,0.05,
NSE,18899,1,JPINFRATEC,JPINFRATEC-BE,BE,0.05,
NSE,11460,1,JPASSOCIAT,JPASSOCIAT-EQ,EQ,0.05,
NSE,16927,1,JOCIL,JOCIL-EQ,EQ,0.05,
NSE,29646,1,JNPT,JNPT-N1,N1,0.01,
NSE,13637,1,JMFINANCIL,JMFINANCIL-EQ,EQ,0.05,
NSE,4430,1,JMCPROJECT,JMCPROJECT-EQ,EQ,0.05,
NSE,7109,1,JMA,JMA-EQ,EQ,0.05,
NSE,14435,1,JKTYRE,JKTYRE-EQ,EQ,0.05,
NSE,11860,1,JKPAPER,JKPAPER-EQ,EQ,0.05,
NSE,13491,1,JKLAKSHMI,JKLAKSHMI-EQ,EQ,0.05,
NSE,15266,1,JKIL,JKIL-EQ,EQ,0.05,
NSE,13270,1,JKCEMENT,JKCEMENT-EQ,EQ,0.05,
NSE,19695,1,JITFINFRA,JITFINFRA-BE,BE,0.05,
NSE,10397,1,JISLJALEQS,JISLJALEQS-EQ,EQ,0.05,
NSE,25684,1,JISLDVREQS,JISLDVREQS-EQ,EQ,0.05,
NSE,20646,1,JINDWORLD,JINDWORLD-BE,BE,0.05,
NSE,13875,1,JINDRILL,JINDRILL-EQ,EQ,0.05,
NSE,6733,1,JINDALSTEL,JINDALSTEL-EQ,EQ,0.05,
NSE,3024,1,JINDALSAW,JINDALSAW-EQ,EQ,0.05,
NSE,1756,1,JINDALPOLY,JINDALPOLY-EQ,EQ,0.05,
NSE,11743,1,JINDALPHOT,JINDALPHOT-EQ,EQ,0.05,
NSE,13720,1,JHS,JHS-EQ,EQ,0.05,
NSE,18699,1500,JETKNIT,JETKNIT-SM,SM,0.05,
NSE,7211,1,JETFREIGHT,JETFREIGHT-EQ,EQ,0.05,
